APthreshold.hoc:  ilow=20  istep=10  nsteps=35  verbosedata=0  useCellType=WT-2005  

Time (ms)	20 pA	30 pA	40 pA	50 pA	60 pA	70 pA	80 pA	90 pA	100 pA	110 pA	120 pA	130 pA	140 pA	150 pA	160 pA	170 pA	180 pA	190 pA	200 pA	210 pA	220 pA	230 pA	240 pA	250 pA	260 pA	270 pA	280 pA	290 pA	300 pA	310 pA	320 pA	330 pA	340 pA	350 pA	360 pA	
6.300000	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	-59.999521	
6.400000	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	-59.999519	
6.500000	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	
6.600000	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	-59.999518	
6.700000	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	-59.999517	
6.800000	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	-59.999516	
6.900000	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	-59.999515	
7.000000	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	-59.999514	
7.100000	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	
7.200000	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	-59.999513	
7.300000	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	-59.999512	
7.400000	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	
7.500000	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	-59.999511	
7.600000	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	
7.700000	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	-59.999510	
7.800000	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	
7.900000	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	-59.999509	
8.000000	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	
8.100000	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	-59.999508	
8.200000	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	
8.300000	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	
8.400000	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	-59.999507	
8.500000	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	
8.600000	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	
8.700000	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	-59.999506	
8.800000	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	
8.900000	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	
9.000000	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	-59.999505	
9.100000	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	
9.200000	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	
9.300000	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	
9.400000	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	-59.999504	
9.500000	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	
9.600000	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	
9.700000	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	
9.800000	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	
9.900000	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	-59.999503	
10.000000	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	
10.100000	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	
10.200000	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	
10.300000	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	
10.400000	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	
10.500000	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	
10.600000	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	-59.999502	
10.700000	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	
10.800000	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	
10.900000	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	
11.000000	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	
11.100000	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	
11.200000	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	
11.300000	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	-59.999501	
